,cluster_id,Amplitude,ContamPct,group,KSLabel,firing_rate,presence_ratio,isi_viol,amplitude_cutoff,isolation_distance,d_prime,nn_hit_rate,nn_miss_rate,cumulative_drift,syncSpike_2,syncSpike_4,syncSpike_8,syncSpike_16,n_spike,is_noise,category
50,50,1604.8,704.4,0,1,0.467494319524919,0.99,66.6610200316797,0.5,38.6921406865215,3.53908013215426,0.803532008830022,0.0013748539217708,415.65,0.111614364283403,0.0184406340989971,0.0003235198964736,0,3091.0,0,MUA
51,51,4358.9,0.0,0,0,1.33442328734014,0.94,0.0,2.93304456546628e-05,179.407197116647,10.6881446876213,1.0,0.0014509959108297,35.24,0.0660772979712116,0.0053269862858438,0.0,0,8823.0,0,SUA
52,52,3313.1,1.0,0,0,4.59947258203569,0.99,0.0214370700060438,0.202688691493848,129.932985525013,5.41213091791287,0.998666666666667,0.0064320847521755,83.62,0.0529742527374963,0.0042418861596133,0.0,0,30411.0,0,MUA
53,53,3126.5,100.0,0,1,0.0186029768041298,0.57,0.0,0.5,28.8577571937096,3.90090629234107,0.0,0.0001000800640512,0.0,0.121951219512195,0.024390243902439,0.0,0,123.0,1,noise
54,54,2561.4,23.2,0,1,2.56191726898499,0.99,0.380026587684865,0.5,94.1867634271109,3.95946925538045,0.994,0.0140712945590994,781.48,0.0501800578546549,0.0038963339040085,0.0,0,16939.0,0,MUA
55,55,3262.7,11.4,0,1,1.83473749277153,0.99,0.572562042189491,0.39216474547104,58.4910859850076,5.09385961751032,0.967333333333333,0.0017705712421955,302.53,0.0582804385458742,0.0079136097601187,8.24334350012365e-05,0,12131.0,0,MUA
56,56,3785.3,0.0,0,1,0.0660935029545098,0.92,0.0,0.298625711690766,43.22610614699,5.79489006799966,0.742424242424242,0.000100441944556,0.0,0.0869565217391304,0.0091533180778032,0.0,0,437.0,0,MUA
57,57,2107.9,4.9,1,0,4.72409740225198,0.99,0.0558825868698712,0.5,158.221298642638,5.80256159154164,0.998666666666667,0.0108452950558214,235.51,0.059868736993757,0.0056987353929886,3.20153673763406e-05,0,31235.0,0,MUA
58,58,1630.1,100.0,0,0,0.0055960174126244,0.29,0.0,0.5,33201733769815.6,4.59512525321305,0.0,0.0,0.0,0.108108108108108,0.027027027027027,0.0,0,37.0,1,noise
59,59,1359.3,100.0,0,1,0.0071084545511715,0.32,0.0,0.471954620265133,48.21594780611,4.39681025840167,0.0,0.0,0.0,0.212765957446809,0.0851063829787234,0.0,0,47.0,1,noise
60,60,2534.3,100.0,1,0,0.0080159168342998,0.4,0.0,0.5,71.5526522546326,3.87266714530982,0.133333333333333,6.67000166750042e-05,0.0,0.0943396226415094,0.0377358490566038,0.0188679245283019,0,53.0,1,noise
61,61,2353.8,204.8,0,1,0.758789712409097,0.99,5.71053283664758,0.5,43.2245884405813,4.46467335934028,0.881720430107527,0.0006750371270419,236.55,0.0741478971496911,0.0103647598166235,0.0003986446083316,0,5017.0,0,MUA
62,62,2199.0,100.0,0,0,0.0062009922680432,0.31,0.0,0.5,122.844145655385,4.60935233385091,0.25,0.0001333866880085,0.0,0.121951219512195,0.024390243902439,0.0,0,41.0,1,noise
63,63,2066.9,0.0,0,1,0.0080159168342998,0.38,0.0,0.5,57.5035478255094,4.3025536673698,0.0,0.0,0.0,0.0943396226415094,0.0188679245283019,0.0,0,53.0,1,noise
64,64,2841.4,7.1,0,0,0.590304215174947,0.35,0.488046265360505,0.0864614033519325,67.3301346942155,6.06483458741418,0.989193682460515,0.0016321144563669,29.45,0.0778888034844991,0.0071739687419933,0.0002562131693569,0,3903.0,0,SUA
65,65,1909.7,100.0,1,1,0.0074109419788809,0.33,1032.1544316478,0.120275802162712,100.682264148476,4.50096977433067,0.0666666666666667,0.000200100050025,0.0,0.102040816326531,0.0,0.0,0,49.0,1,noise
66,66,2171.7,147.2,0,1,0.183912356047332,0.98,5.0279499566898,0.5,44.9811785469489,5.32072244358726,0.702380952380952,0.0004345500735392,65.7,0.0682565789473684,0.0057565789473684,0.0,0,1216.0,0,MUA
67,67,0.0,100.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1,noise
68,68,2730.9,0.0,0,1,0.0055960174126244,0.28,0.0,0.290683692899993,5746729720678.93,5.500036334596,0.707762557077626,0.0,0.0,0.0540540540540541,0.027027027027027,0.0,0,37.0,1,noise
69,69,1128.8,100.0,1,1,0.0037810928463678,0.24,0.0,0.130351300880439,25725224939214.0,4.34633823407856,0.707762557077626,0.0,0.0,0.08,0.0,0.0,0,25.0,1,noise
70,70,1273.6,100.0,1,1,0.0034786054186584,0.2,0.0,0.5,27068852430618.0,3.14921822079443,0.707762557077626,0.0,0.0,0.173913043478261,0.0434782608695652,0.0,0,23.0,1,noise
71,71,1728.7,508.7,0,1,0.207506375408667,0.98,48.7113698609294,0.5,52.9049052765606,5.25822038097751,0.913978494623656,0.0001003109639883,281.55,0.0699708454810496,0.0102040816326531,0.0,0,1372.0,0,MUA
72,72,2704.3,100.0,1,0,0.0018149245662565,0.1,0.0,0.5,143053082361096.0,9.44262196736625,0.707762557077626,0.0,0.0,0.166666666666667,0.0,0.0,0,12.0,1,noise
73,73,2948.3,1.0,0,0,31.0577453963516,0.99,0.0049367303115827,0.0048175400158393,381.219601164329,6.17071748710045,1.0,0.0108932461873638,106.97,0.0504555658902649,0.0038763276178603,1.46092749416846e-05,0,205349.0,0,SUA
74,74,0.0,100.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1,noise
75,75,2796.2,1.1,0,0,15.2834797724465,0.99,0.0092222991786436,0.0147055616033551,86.3011993290537,5.87073546380936,0.997333333333333,0.0004575611988103,49.54,0.0551894074337965,0.0046609666310414,1.97917903653564e-05,0,101052.0,0,SUA
76,76,0.0,100.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1,noise
77,77,1810.3,100.0,1,1,0.0013611934246924,0.09,0.0,0.5,68555767268085.8,4.21743359436853,0.707762557077626,0.0,0.0,0.111111111111111,0.111111111111111,0.0,0,9.0,1,noise
78,78,0.0,100.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1,noise
79,79,2454.1,0.9,0,0,7.19254605607475,0.99,0.0098620843865017,0.5,187.543419016032,7.52868276189591,0.996666666666667,0.0059636757928978,130.05,0.0521911010177475,0.0046050971486247,6.30835225839011e-05,0,47556.0,0,MUA
80,80,3521.0,202.2,0,1,0.513472408536752,0.99,10.5354566495329,0.5,45.8729668492447,4.50024058271079,0.531746031746032,0.0031934919994621,433.55,0.0916053019145803,0.0103092783505155,0.0,0,3395.0,0,MUA
81,81,3705.9,169.6,0,1,0.327140153067745,0.95,14.8313892839495,0.5,30.307142994451,3.86535262863484,0.277777777777778,0.0022789731215228,353.06,0.0864539990753583,0.0134073046694406,0.0,0,2163.0,1,noise
82,82,3082.5,35.0,0,1,3.48480641092645,0.99,0.256741978292863,0.5,135.667429624928,7.14143731494401,0.999333333333333,0.002757793764988,172.92,0.0593724230719153,0.0056855171216527,0.0,0,23041.0,0,MUA
83,83,5186.3,100.0,1,1,0.0128557156776506,0.22,0.0,0.5,50.7503483645724,10.6309729862301,0.0,0.0003000600120024,1.11,0.0705882352941176,0.0,0.0,0,85.0,1,noise
84,84,5067.5,0.0,0,1,0.0267701373522843,0.46,0.0,0.5,42.3679211840098,9.3882538865437,0.25,0.0005335467520341,5.28,0.0621468926553672,0.0112994350282486,0.0,0,177.0,1,noise
85,85,5102.4,0.0,0,1,0.0328198859064728,0.46,0.0,0.5,45.0481099066918,9.25325324873837,0.266666666666667,0.0004335501083875,6.83,0.0506912442396313,0.0046082949308755,0.0,0,217.0,1,noise
86,86,5115.0,0.0,0,1,0.0307024739125068,0.5,0.0,0.5,45.1606452878846,9.07392320095218,0.166666666666667,0.0003334667200213,4.36,0.0541871921182266,0.0098522167487684,0.0,0,203.0,1,noise
87,87,4900.2,0.0,0,1,0.0075621856927356,0.25,0.0,0.5,88.2604261223918,10.0354375375736,0.0,3.33366670000333e-05,0.0,0.08,0.02,0.0,0,50.0,1,noise
88,88,5042.3,0.0,0,1,0.0033273617048037,0.13,0.0,0.5,50423784141020.0,10.4507517776407,0.707762557077626,0.0,0.0,0.136363636363636,0.0,0.0,0,22.0,1,noise
89,89,4118.8,100.0,0,0,0.0083184042620092,0.33,0.0,0.5,76.0709980341172,8.47026977726359,0.0,3.33366670000333e-05,0.0,0.0545454545454545,0.0181818181818182,0.0,0,55.0,1,noise
90,90,5143.4,0.0,0,1,0.0034786054186584,0.12,0.0,0.5,33756919199830.0,8.87378924698949,0.707762557077626,0.0,0.0,0.0,0.0,0.0,0,23.0,1,noise
91,91,2863.5,1.7,0,0,0.347558054438132,0.93,1.40785538928525,0.0001126120635383,84.183452160832,7.35638924170096,1.0,0.0004693419155855,84.46,0.0765883376849434,0.0100087032201915,0.0,0,2298.0,0,MUA
92,92,1900.1,469.4,0,1,0.114491491388018,0.96,38.9213228074341,0.5,33.9074447926692,3.90436340880515,0.333333333333333,0.0008705842959986,38.57,0.0858652575957728,0.0105680317040951,0.0013210039630118,0,757.0,1,noise
93,93,2994.8,0.0,0,1,0.0217790947950787,0.64,0.0,0.5,59.7634925681163,5.81772290913328,0.555555555555556,0.000634094246429,0.0,0.0277777777777778,0.0069444444444444,0.0,0,144.0,1,noise
94,94,2214.8,9.9,0,1,0.776636470643954,0.99,0.187968874688104,0.5,98.2000094597742,7.29996953353461,0.993464052287582,0.0005501684890997,360.44,0.075365141187926,0.0062317429406037,0.0,0,5135.0,0,MUA
95,95,5797.7,0.0,0,1,0.0131582031053601,0.37,0.0,0.293901715939159,77.5837474389904,8.34777650234835,0.6,0.0001000500250125,0.0,0.149425287356322,0.0344827586206897,0.0,0,87.0,1,noise
96,96,2294.5,3.0,0,0,0.862240412685721,0.61,0.152498213254645,0.0037961479352462,86.1230399246781,6.23157763806639,0.983333333333333,0.0030651340996168,77.4,0.0652517102262761,0.0071917207507454,0.0,0,5701.0,0,SUA
97,97,4153.9,13.0,0,1,0.31670433681177,0.99,1.13035141582781,0.0428827462107133,74.9200388626088,6.44557772405458,0.99645390070922,0.0008832721837206,671.4,0.100286532951289,0.0133715377268386,0.0,0,2094.0,0,MUA
98,98,5694.6,351.0,1,1,0.770889209517475,0.98,14.7856108855243,0.5,108.152677162939,7.38475575344405,1.0,0.0001048108164762,992.56,0.045124583088091,0.0041200706297822,0.0001961938395134,0,5097.0,0,MUA
99,99,2651.0,4.8,0,0,7.87889002954744,0.99,0.0420083801680133,0.082196263768708,471.691130351331,3.49224203096191,0.941333333333333,0.0806451612903226,146.7,0.0550735209429109,0.0042999193765116,5.75882059354244e-05,0,52094.0,0,SUA
100,100,3094.8,100.0,1,0,0.0028736305632395,0.15,0.0,0.013620132737426,34329919150024.0,3.21462981796557,0.0,0.0001333600053344,0.0,0.0526315789473684,0.0,0.0,0,19.0,1,noise
101,101,2845.2,100.0,1,0,0.0013611934246924,0.08,0.0,0.5,243748294597528.0,5.14394608154233,0.707762557077626,0.0,0.0,0.222222222222222,0.111111111111111,0.0,0,9.0,1,noise
102,102,2301.2,100.0,0,0,0.0102845725421205,0.44,0.0,0.442640777167019,36.2024083982158,2.7275234525171,0.0476190476190476,6.67133660228827e-05,0.0,0.0441176470588235,0.0,0.0,0,68.0,1,noise
103,103,1813.3,100.0,1,1,0.0022686557078207,0.14,0.0,0.380041670603616,109784636160992.0,3.63750636967081,0.0,0.0001000100010001,0.0,0.0666666666666667,0.0,0.0,0,15.0,1,noise
104,104,2712.5,100.0,1,0,0.0013611934246924,0.09,0.0,0.5,31800170864862.0,3.53730642289158,0.707762557077626,0.0,0.0,0.222222222222222,0.111111111111111,0.0,0,9.0,1,noise
105,105,2632.3,100.0,0,0,0.0040835802740772,0.23,0.0,0.009584537852262,45989122914189.1,3.93297198685817,0.0,0.0,0.0,0.148148148148148,0.037037037037037,0.0,0,27.0,1,noise
106,106,2688.3,0.0,0,1,0.0497591818582007,0.88,0.0,0.36177310225233,26.2709251088305,4.09329763829102,0.0707070707070707,0.0023745025249991,0.0,0.0729483282674772,0.0060790273556231,0.0,0,329.0,1,noise
107,107,2470.9,0.0,0,0,0.746387727873011,0.99,0.101797837264061,0.0389518381718032,58.283696746769,4.49894757827543,0.642666666666667,0.0212982456140351,156.25,0.0514690982776089,0.0040526849037487,0.0,0,4935.0,0,SUA
108,108,2581.9,0.0,0,1,0.0037810928463678,0.21,0.0,0.275061930245343,125298748987312.0,4.53982728506034,0.0,6.66800026672001e-05,0.0,0.12,0.0,0.0,0,25.0,1,noise
109,109,0.0,100.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1,noise
110,110,2796.4,0.0,0,1,0.0105870599698299,0.5,0.0,0.432989648874852,43.5560719884074,3.32376631144665,0.142857142857143,0.0004002801961372,0.0,0.114285714285714,0.0428571428571429,0.0142857142857143,0,70.0,1,noise
111,111,1286.0,0.0,1,1,0.0075621856927356,0.38,0.0,0.5,70.3731076692818,4.58715020984529,0.0,0.0,0.0,0.22,0.0,0.0,0,50.0,1,noise
112,112,0.0,100.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1,noise
113,113,2642.4,0.0,0,1,0.0202666576565316,0.63,0.0,0.5,30.486313082239,4.38171556429972,0.102564102564103,0.0004338973999532,0.0,0.0671641791044776,0.0,0.0,0,134.0,1,noise
114,114,1834.7,650.0,0,1,0.0143681528161978,0.49,549.186213936037,0.5,48.293764590642,4.49100594710371,0.4,6.67334000667334e-05,0.0,0.126315789473684,0.0315789473684211,0.0,0,95.0,1,noise
115,115,2263.7,100.0,1,0,0.0113432785391035,0.45,0.0,0.5,44.5801302910921,3.62902054347546,0.0,3.33400013336001e-05,0.0,0.0933333333333333,0.0266666666666667,0.0,0,75.0,1,noise
116,116,5720.3,0.0,0,0,0.477022673497766,0.99,0.0,0.0243559042850175,117.696151504466,8.43253859767005,0.997685185185185,0.0001029654036243,474.36,0.0887761572606214,0.0104629042485732,0.0,0,3154.0,0,SUA
117,117,4956.8,0.0,0,0,0.160923311541415,0.51,0.0,0.0160239325953791,77.0309920254895,6.32604663460736,1.0,0.0002707550681964,30.4,0.087406015037594,0.0075187969924812,0.0,0,1064.0,1,noise
118,118,1706.3,90.1,0,1,0.250005859001841,0.96,5.44179760142724,0.5,84.6796198309442,5.9674240835705,0.995670995670996,0.0022682646083011,37.95,0.058681185722928,0.0054446460980036,0.0,0,1653.0,0,MUA
119,119,1932.4,100.0,0,0,0.0084696479758639,0.36,0.0,0.5,44.7329745671595,3.40454829315065,0.0,0.0001000700490343,0.0,0.142857142857143,0.0357142857142857,0.0,0,56.0,1,noise
120,120,1997.9,100.0,1,0,0.0063522359818979,0.31,0.0,0.5,264.380419232623,5.00666692020184,0.0,6.66733340000667e-05,0.0,0.0476190476190476,0.0,0.0,0,42.0,1,noise
121,121,1603.1,0.0,0,1,0.0220815822227882,0.57,0.0,0.5,26.0280993621583,4.23528171784188,0.25,0.0002334267040149,0.0,0.0753424657534247,0.0342465753424658,0.0,0,146.0,1,noise
122,122,2223.0,0.0,0,1,0.0093771102589922,0.43,0.0,0.5,74.1557221705367,5.63240556416936,0.0,0.0,0.0,0.0806451612903226,0.0,0.0,0,62.0,1,noise
123,123,2432.1,195.0,0,1,0.0167880522378732,0.56,201.136497880559,0.0846357528081503,60.6282505664181,7.29222635575683,0.333333333333333,0.0001667166816711,0.0,0.045045045045045,0.009009009009009,0.0,0,111.0,1,noise
124,124,2188.9,100.0,0,1,0.0093771102589922,0.39,0.0,0.5,89.9966728156419,4.64933094728394,0.555555555555556,0.0001667667267026,0.0,0.0483870967741935,0.0,0.0,0,62.0,1,noise
125,125,2103.8,100.0,0,0,0.0058985048403338,0.3,0.0,0.239037939964383,53.9260317437859,3.7065454173442,0.0,0.0,0.0,0.102564102564103,0.0,0.0,0,39.0,1,noise
126,126,2345.3,2.0,0,0,4.08418524893268,0.99,0.0101953443260071,0.040132912414238,175.924172038582,7.99963783269548,0.999333333333333,0.0006277463904582,91.31,0.0462524070508073,0.0025551770108132,3.70315508813509e-05,0,27004.0,0,SUA
127,127,1442.7,100.0,1,1,0.0024198994216754,0.14,0.0,0.443468758595069,90617000532220.0,3.91196683030359,0.707762557077626,0.0,0.0,0.125,0.0625,0.0,0,16.0,1,noise
